LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE
Last updated at 11-14-2022 21:00,R035,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),29,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),14,REP,44,2.27,65.91,0.0,31.82,DEM,Charlie Crist (DEM),15,34.09,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,172,Majority Black,Heavily Democrat,63.4,11.0,22.1,14.5,60.5,16.9
Last updated at 11-14-2022 21:00,R036,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1724,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),231,REP,1970,0.71,87.51,0.05,11.73,DEM,Charlie Crist (DEM),1493,75.79,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4906,Majority Black,Heavily Democrat,73.6,5.8,19.5,6.0,76.0,7.8
Last updated at 11-14-2022 21:00,R037,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1275,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),277,REP,1568,0.77,81.31,0.26,17.67,DEM,Charlie Crist (DEM),998,63.65,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4361,Majority Black,Heavily Democrat,68.5,7.5,22.9,11.4,64.3,14.9
Last updated at 11-14-2022 21:00,R038,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),1142,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),87,REP,1242,0.89,91.95,0.16,7.0,DEM,Charlie Crist (DEM),1055,84.94,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3903,Majority Black,Heavily Democrat,78.8,3.7,16.9,4.3,85.7,3.3
Last updated at 11-14-2022 21:00,R039,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1289,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),99,REP,1399,0.5,92.14,0.29,7.08,DEM,Charlie Crist (DEM),1190,85.06,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4684,Majority Black,Heavily Democrat,80.3,2.6,16.7,3.4,86.5,3.3
Last updated at 11-14-2022 21:00,R040,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),1127,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),103,REP,1241,0.4,90.81,0.48,8.3,DEM,Charlie Crist (DEM),1024,82.51,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3459,Majority Black,Heavily Democrat,78.8,3.9,16.7,6.2,82.0,4.6
Last updated at 11-14-2022 21:00,R041,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),293,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),34,REP,331,0.3,88.52,0.91,10.27,DEM,Charlie Crist (DEM),259,78.25,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1137,Majority Black,Heavily Democrat,72.5,4.7,21.9,17.1,65.8,9.1
Last updated at 11-14-2022 21:00,R042,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),1089,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),210,REP,1316,1.14,82.75,0.15,15.96,DEM,Charlie Crist (DEM),879,66.79,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4036,Majority Black,Heavily Democrat,67.5,8.4,22.7,26.2,56.0,9.3
Last updated at 11-14-2022 21:00,R043,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),715,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),39,REP,762,0.92,93.83,0.13,5.12,DEM,Charlie Crist (DEM),676,88.71,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2073,Majority Black,Heavily Democrat,82.1,3.0,14.5,1.4,91.5,1.9
Last updated at 11-14-2022 21:00,R044,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),842,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),50,REP,904,1.22,93.14,0.11,5.53,DEM,Charlie Crist (DEM),792,87.61,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2368,Majority Black,Heavily Democrat,81.3,2.8,15.3,1.4,90.0,3.3
Last updated at 11-14-2022 21:00,R045,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1322,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1645,REP,2977,0.13,44.41,0.2,55.26,REP,Ron DeSantis (REP),323,10.85,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5012,Majority White,Other,30.6,36.5,30.5,79.6,3.2,8.4
Last updated at 11-14-2022 21:00,R046,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),995,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),520,REP,1524,0.33,65.29,0.26,34.12,DEM,Charlie Crist (DEM),475,31.17,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2487,Majority White,Heavily Democrat,51.5,22.1,24.9,74.4,4.7,12.0
Last updated at 11-14-2022 21:00,S001,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),708,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),594,REP,1317,0.99,53.76,0.15,45.1,DEM,Charlie Crist (DEM),114,8.66,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2597,Majority White,Other,43.4,22.8,31.2,61.1,8.6,22.4
Last updated at 11-14-2022 21:00,S002,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),761,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),813,REP,1590,0.5,47.86,0.5,51.13,REP,Ron DeSantis (REP),52,3.27,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3088,Majority White,Other,39.4,25.5,33.2,64.3,6.1,21.2
Last updated at 11-14-2022 21:00,S003,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1310,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),582,REP,1910,0.63,68.59,0.31,30.47,DEM,Charlie Crist (DEM),728,38.12,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4832,Other,Heavily Democrat,59.2,13.9,25.5,28.4,49.2,14.9
Last updated at 11-14-2022 21:00,S004,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1254,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1394,REP,2661,0.26,47.13,0.23,52.39,REP,Ron DeSantis (REP),140,5.26,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5942,Majority White,Other,39.2,25.4,33.5,58.1,8.2,24.3
Last updated at 11-14-2022 21:00,S005,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),514,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),590,REP,1110,0.27,46.31,0.27,53.15,REP,Ron DeSantis (REP),76,6.85,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2933,Other,Other,42.2,23.1,33.3,43.9,13.9,31.3
Last updated at 11-14-2022 21:00,T001,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),62,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),30,REP,93,0.0,66.67,1.08,32.26,DEM,Charlie Crist (DEM),32,34.41,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,304,Other,Other,48.4,19.1,28.6,41.4,25.0,25.3
Last updated at 11-14-2022 21:00,T002,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),60,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),48,REP,108,0.0,55.56,0.0,44.44,DEM,Charlie Crist (DEM),12,11.11,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,354,Other,Other,46.3,20.3,32.5,33.6,17.5,39.8
Last updated at 11-14-2022 21:00,T003,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),467,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),340,REP,812,0.37,57.51,0.25,41.87,DEM,Charlie Crist (DEM),127,15.64,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2663,Other,Other,42.1,20.5,35.2,41.4,16.4,31.5
Last updated at 11-14-2022 21:00,T004,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),917,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),984,REP,1913,0.47,47.94,0.16,51.44,REP,Ron DeSantis (REP),67,3.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4965,Other,Other,39.5,22.8,35.7,42.9,12.0,33.4
Last updated at 11-14-2022 21:00,T005,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),12,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),8,REP,20,0.0,60.0,0.0,40.0,DEM,Charlie Crist (DEM),4,20.0,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,87,Other,Other,41.4,10.3,47.1,8.0,37.9,39.1
Last updated at 11-14-2022 21:00,T006,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),745,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),571,REP,1326,0.38,56.18,0.38,43.06,DEM,Charlie Crist (DEM),174,13.12,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3690,Other,Other,49.2,17.1,32.5,20.5,20.4,45.6
Last updated at 11-14-2022 21:00,T007,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),578,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),615,REP,1206,0.5,47.93,0.58,51.0,REP,Ron DeSantis (REP),37,3.07,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2673,Other,Other,39.7,24.4,33.6,46.5,13.6,24.8
Last updated at 11-14-2022 21:00,T008,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1086,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),825,REP,1925,0.47,56.42,0.26,42.86,DEM,Charlie Crist (DEM),261,13.56,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5458,Other,Other,43.3,19.6,35.4,43.0,11.0,28.5
Last updated at 11-14-2022 21:00,T009,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1279,DEM,Hector Roos (LPF),11,LPF,Ron DeSantis (REP),1366,REP,2669,0.49,47.92,0.41,51.18,REP,Ron DeSantis (REP),87,3.26,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5341,Majority White,Other,39.2,27.1,32.0,57.4,6.7,25.5
Last updated at 11-14-2022 21:00,T010,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),448,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),418,REP,873,0.69,51.32,0.11,47.88,DEM,Charlie Crist (DEM),30,3.44,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1886,Majority White,Other,39.8,23.9,34.9,54.1,6.6,26.1
Last updated at 11-14-2022 21:00,T011,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),1190,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1154,REP,2352,0.26,50.6,0.09,49.06,DEM,Charlie Crist (DEM),36,1.53,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3887,Majority White,Other,37.7,31.1,29.8,69.6,3.4,17.1
Last updated at 11-14-2022 21:00,T012,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1338,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1088,REP,2445,0.53,54.72,0.25,44.5,DEM,Charlie Crist (DEM),250,10.22,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4521,Majority White,Other,42.2,24.6,31.0,59.2,4.9,25.5
Last updated at 11-14-2022 21:00,T013,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),976,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1126,REP,2112,0.24,46.21,0.24,53.31,REP,Ron DeSantis (REP),150,7.1,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3643,Majority White,Other,35.8,31.2,31.4,61.9,5.4,19.4
Last updated at 11-14-2022 21:00,T014,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),504,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),523,REP,1035,0.48,48.7,0.29,50.53,REP,Ron DeSantis (REP),19,1.84,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2130,Majority White,Other,41.2,26.5,30.4,58.0,6.3,24.3
Last updated at 11-14-2022 21:00,T015,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),131,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),220,REP,352,0.0,37.22,0.28,62.5,REP,Ron DeSantis (REP),89,25.28,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,638,Majority White,Other,34.6,35.9,27.1,63.8,6.1,18.7
Last updated at 11-14-2022 21:00,T016,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),422,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),648,REP,1076,0.37,39.22,0.19,60.22,REP,Ron DeSantis (REP),226,21.0,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1831,Majority White,Other,31.1,36.5,30.5,57.9,6.7,19.4
Last updated at 11-14-2022 21:00,T017,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),530,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),584,REP,1127,0.62,47.03,0.53,51.82,REP,Ron DeSantis (REP),54,4.79,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2397,Majority White,Other,37.5,25.3,35.3,51.0,4.4,34.0
Last updated at 11-14-2022 21:00,T018,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),420,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),664,REP,1093,0.55,38.43,0.27,60.75,REP,Ron DeSantis (REP),244,22.32,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2918,Other,Other,34.9,28.7,35.0,44.5,3.4,41.8
Last updated at 11-14-2022 21:00,T019,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1289,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1413,REP,2720,0.48,47.39,0.18,51.95,REP,Ron DeSantis (REP),124,4.56,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5414,Majority White,Other,38.6,26.8,33.1,50.7,6.1,32.9
Last updated at 11-14-2022 21:00,T020,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),529,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),904,REP,1439,0.28,36.76,0.14,62.82,REP,Ron DeSantis (REP),375,26.06,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2592,Majority White,Other,30.5,37.8,30.1,58.0,5.9,23.7
Last updated at 11-14-2022 21:00,T021,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1040,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1614,REP,2659,0.15,39.11,0.04,60.7,REP,Ron DeSantis (REP),574,21.59,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4513,Other,Other,30.7,37.3,30.0,49.3,7.2,28.0
Last updated at 11-14-2022 21:00,T022,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),627,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),785,REP,1418,0.21,44.22,0.21,55.36,REP,Ron DeSantis (REP),158,11.14,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2522,Majority White,Other,37.1,31.0,30.3,50.1,6.9,31.8
Last updated at 11-14-2022 21:00,T023,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),551,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),720,REP,1281,0.39,43.01,0.39,56.21,REP,Ron DeSantis (REP),169,13.19,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2179,Other,Other,35.1,32.7,31.4,49.2,5.8,31.8
Last updated at 11-14-2022 21:00,T024,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),110,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),137,REP,249,0.4,44.18,0.4,55.02,REP,Ron DeSantis (REP),27,10.84,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,400,Majority White,Other,37.5,33.8,26.5,60.0,4.3,25.0
Last updated at 11-14-2022 21:00,U001,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),1491,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),2031,REP,3546,0.51,42.05,0.17,57.28,REP,Ron DeSantis (REP),540,15.23,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6244,Majority White,Other,35.9,31.9,29.8,59.7,4.2,25.4
Last updated at 11-14-2022 21:00,U002,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),642,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),726,REP,1376,0.51,46.66,0.07,52.76,REP,Ron DeSantis (REP),84,6.1,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2366,Majority White,Other,35.3,31.4,31.8,61.8,2.8,22.6
Last updated at 11-14-2022 21:00,U003,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),854,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),825,REP,1689,0.53,50.56,0.06,48.85,DEM,Charlie Crist (DEM),29,1.72,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3252,Other,Other,37.1,23.6,37.2,45.1,10.6,26.8
Last updated at 11-14-2022 21:00,U004,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1219,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1015,REP,2246,0.4,54.27,0.13,45.19,DEM,Charlie Crist (DEM),204,9.08,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3818,Majority White,Other,41.1,27.7,30.0,57.8,4.7,24.7
Last updated at 11-14-2022 21:00,U005,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),1002,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1250,REP,2265,0.49,44.24,0.09,55.19,REP,Ron DeSantis (REP),248,10.95,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3793,Majority White,Other,38.6,31.9,28.1,55.7,4.6,27.0
Last updated at 11-14-2022 21:00,U006,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),173,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),179,REP,352,0.0,49.15,0.0,50.85,REP,Ron DeSantis (REP),6,1.7,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,765,Other,Other,43.7,21.7,33.1,47.7,8.5,31.6
Last updated at 11-14-2022 21:00,U007,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),249,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),262,REP,513,0.19,48.54,0.19,51.07,REP,Ron DeSantis (REP),13,2.53,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,816,Majority White,Other,38.0,33.7,26.5,55.3,6.3,21.1
Last updated at 11-14-2022 21:00,U008,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),1351,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),881,REP,2239,0.13,60.34,0.18,39.35,DEM,Charlie Crist (DEM),470,20.99,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3745,Majority White,Other,48.8,22.8,26.8,63.6,6.2,16.9
Last updated at 11-14-2022 21:00,V001,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1007,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1522,REP,2543,0.31,39.6,0.24,59.85,REP,Ron DeSantis (REP),515,20.25,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4612,Majority White,Other,30.9,33.1,33.9,66.9,3.0,21.2
Last updated at 11-14-2022 21:00,V002,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),553,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),685,REP,1245,0.32,44.42,0.24,55.02,REP,Ron DeSantis (REP),132,10.6,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2561,Majority White,Other,36.2,28.4,34.0,62.0,5.5,23.4
Last updated at 11-14-2022 21:00,V003,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1205,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1018,REP,2237,0.45,53.87,0.18,45.51,DEM,Charlie Crist (DEM),187,8.36,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4038,Majority White,Other,41.9,25.2,31.1,65.7,5.8,19.4
Last updated at 11-14-2022 21:00,V004,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),1676,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1374,REP,3058,0.2,54.81,0.07,44.93,DEM,Charlie Crist (DEM),302,9.88,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5949,Majority White,Other,41.8,23.1,33.3,65.2,6.0,19.8
Last updated at 11-14-2022 21:00,V005,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),12,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),12,REP,26,3.85,46.15,3.85,46.15,TIED,Charlie Crist (DEM) and Ron DeSantis (REP),0,0.0,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,42,Majority White,Other,50.0,23.8,26.2,69.0,0.0,14.3
Last updated at 11-14-2022 21:00,V006,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),981,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),548,REP,1551,0.97,63.25,0.45,35.33,DEM,Charlie Crist (DEM),433,27.92,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5096,Other,Other,46.9,16.8,34.1,41.1,20.2,28.1
Last updated at 11-14-2022 21:00,V007,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),148,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),96,REP,250,2.0,59.2,0.4,38.4,DEM,Charlie Crist (DEM),52,20.8,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,759,Other,Other,47.2,15.5,35.2,30.0,24.1,34.5
