LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,583,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),457,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),326,REP,788,0.51,57.99,0.13,41.37,DEM,Charlie Crist (DEM),131,16.62,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1698,Majority White,Other,42.6,24.2,31.5,53.4,14.9,17.8,13.9
Last updated at 11-14-2022 20:55,584,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),329,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),197,REP,535,0.75,61.5,0.93,36.82,DEM,Charlie Crist (DEM),132,24.67,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1152,Other,Other,46.6,20.1,30.7,49.1,21.6,16.1,13.1
Last updated at 11-14-2022 20:55,585,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),548,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1100,REP,1664,0.6,32.93,0.36,66.11,REP,Ron DeSantis (REP),552,33.17,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2665,Majority White,Other,30.6,41.1,26.8,74.0,4.6,13.9,7.6
Last updated at 11-14-2022 20:55,586,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),76,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),21,REP,99,1.01,76.77,1.01,21.21,DEM,Charlie Crist (DEM),55,55.56,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,302,Other,Heavily Democrat,57.6,11.3,27.8,40.7,33.8,14.2,11.3
Last updated at 11-14-2022 20:55,587,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),687,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1166,REP,1863,0.32,36.88,0.21,62.59,REP,Ron DeSantis (REP),479,25.71,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2729,Majority White,Other,30.9,44.7,23.0,79.9,4.0,9.8,6.3
Last updated at 11-14-2022 20:55,589,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),483,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),914,REP,1404,0.36,34.4,0.14,65.1,REP,Ron DeSantis (REP),431,30.7,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2316,Majority White,Other,25.7,43.3,29.3,68.0,5.9,12.7,13.4
Last updated at 11-14-2022 20:55,591,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),786,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1824,REP,2620,0.08,30.0,0.31,69.62,REP,Ron DeSantis (REP),1038,39.62,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3746,Majority White,Heavily Republican,25.3,50.1,22.9,80.7,4.1,8.7,6.5
Last updated at 11-14-2022 20:55,595,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),694,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1432,REP,2133,0.23,32.54,0.09,67.14,REP,Ron DeSantis (REP),738,34.6,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3274,Majority White,Other,26.4,45.7,26.2,76.0,5.1,8.3,10.7
Last updated at 11-14-2022 20:55,601,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),415,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),251,REP,678,1.33,61.21,0.44,37.02,DEM,Charlie Crist (DEM),164,24.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1893,Other,Heavily Democrat,53.5,16.0,29.4,29.5,40.1,22.5,7.9
Last updated at 11-14-2022 20:55,602,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),235,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),158,REP,397,1.01,59.19,0.0,39.8,DEM,Charlie Crist (DEM),77,19.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1096,Other,Heavily Democrat,53.3,17.3,28.2,31.8,43.1,17.6,7.6
Last updated at 11-14-2022 20:55,605,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),121,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),158,REP,284,0.7,42.61,1.06,55.63,REP,Ron DeSantis (REP),37,13.03,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,539,Majority White,Other,38.2,29.9,31.0,50.6,23.2,16.9,9.3
Last updated at 11-14-2022 20:55,613,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),392,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),74,REP,468,0.43,83.76,0.0,15.81,DEM,Charlie Crist (DEM),318,67.95,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1440,Majority Black,Heavily Democrat,69.9,6.5,22.7,10.6,69.3,11.0,9.0
Last updated at 11-14-2022 20:55,617,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),898,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),221,REP,1131,0.53,79.4,0.53,19.54,DEM,Charlie Crist (DEM),677,59.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2868,Majority Black,Heavily Democrat,65.9,9.2,23.6,17.6,60.9,12.2,9.3
Last updated at 11-14-2022 20:55,622,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),277,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),136,REP,420,1.19,65.95,0.48,32.38,DEM,Charlie Crist (DEM),141,33.57,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1023,Other,Heavily Democrat,52.0,16.9,29.3,32.5,32.6,20.5,14.4
Last updated at 11-14-2022 20:55,623,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),524,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),214,REP,755,1.59,69.4,0.66,28.34,DEM,Charlie Crist (DEM),310,41.06,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2374,Other,Heavily Democrat,57.6,11.8,28.9,24.3,47.3,14.2,14.2
Last updated at 11-14-2022 20:55,625,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),134,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),164,REP,299,0.33,44.82,0.0,54.85,REP,Ron DeSantis (REP),30,10.03,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,640,Majority White,Other,42.8,27.5,27.8,51.3,20.8,17.2,10.8
Last updated at 11-14-2022 20:55,626,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),228,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),200,REP,433,0.46,52.66,0.69,46.19,DEM,Charlie Crist (DEM),28,6.47,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1143,Other,Other,47.2,18.8,31.7,39.5,29.2,20.6,10.7
Last updated at 11-14-2022 20:55,627,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),82,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),75,REP,159,1.26,51.57,0.0,47.17,DEM,Charlie Crist (DEM),7,4.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,550,Other,Other,35.5,19.3,44.2,34.7,9.1,49.3,6.9
Last updated at 11-14-2022 20:55,629,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),430,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),538,REP,980,0.71,43.88,0.51,54.9,REP,Ron DeSantis (REP),108,11.02,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1892,Other,Other,38.9,27.7,31.7,49.9,24.0,12.5,13.6
Last updated at 11-14-2022 20:55,631,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),249,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),612,REP,872,0.92,28.56,0.34,70.18,REP,Ron DeSantis (REP),363,41.63,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1688,Majority White,Other,28.1,40.8,28.9,71.1,11.6,9.7,7.6
Last updated at 11-14-2022 20:55,633,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),204,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),554,REP,761,0.39,26.81,0.0,72.8,REP,Ron DeSantis (REP),350,45.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1139,Majority White,Other,24.7,49.2,24.2,77.5,5.6,4.5,12.4
Last updated at 11-14-2022 20:55,634,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),115,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),365,REP,483,0.41,23.81,0.21,75.57,REP,Ron DeSantis (REP),250,51.76,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,771,Majority White,Heavily Republican,23.1,52.0,23.6,78.7,5.4,9.3,6.5
Last updated at 11-14-2022 20:55,635,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),823,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),896,REP,1741,0.8,47.27,0.46,51.46,REP,Ron DeSantis (REP),73,4.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3632,Majority White,Other,39.9,29.1,28.9,55.9,23.7,11.9,8.5
Last updated at 11-14-2022 20:55,636,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),124,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),139,REP,264,0.38,46.97,0.0,52.65,REP,Ron DeSantis (REP),15,5.68,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,426,Majority White,Other,36.6,34.0,27.0,71.8,9.4,10.1,8.7
Last updated at 11-14-2022 20:55,637,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),22,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),5,REP,27,0.0,81.48,0.0,18.52,DEM,Charlie Crist (DEM),17,62.96,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,69,Majority Black,Heavily Democrat,68.1,11.6,20.3,27.5,63.8,2.9,5.8
Last updated at 11-14-2022 20:55,638,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),31,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),127,REP,159,0.0,19.5,0.63,79.87,REP,Ron DeSantis (REP),96,60.38,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,286,Majority White,Heavily Republican,22.7,50.7,24.5,82.5,1.0,6.3,10.1
Last updated at 11-14-2022 20:55,639,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),112,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),454,REP,566,0.0,19.79,0.0,80.21,REP,Ron DeSantis (REP),342,60.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1012,Majority White,Heavily Republican,22.6,51.9,24.2,84.2,3.5,7.0,5.3
Last updated at 11-14-2022 20:55,640,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),96,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),97,REP,194,0.0,49.48,0.52,50.0,REP,Ron DeSantis (REP),1,0.52,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,573,Other,Other,45.0,28.1,26.0,46.9,30.2,12.0,10.8
Last updated at 11-14-2022 20:55,641,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),407,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),127,REP,547,2.01,74.41,0.37,23.22,DEM,Charlie Crist (DEM),280,51.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1650,Other,Heavily Democrat,53.5,12.6,32.4,38.7,32.5,16.7,12.1
Last updated at 11-14-2022 20:55,643,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),165,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),56,REP,225,1.33,73.33,0.44,24.89,DEM,Charlie Crist (DEM),109,48.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,662,Other,Other,49.8,13.0,34.4,39.0,30.2,13.6,17.2
Last updated at 11-14-2022 20:55,651,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),692,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),544,REP,1249,0.48,55.4,0.56,43.55,DEM,Charlie Crist (DEM),148,11.85,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2370,Majority White,Other,47.4,24.1,26.8,55.9,24.1,11.6,8.5
Last updated at 11-14-2022 20:55,652,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),463,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),283,REP,768,2.34,60.29,0.52,36.85,DEM,Charlie Crist (DEM),180,23.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1519,Majority White,Other,46.2,22.4,29.6,51.2,21.3,10.9,16.6
Last updated at 11-14-2022 20:55,653,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),568,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),595,REP,1177,0.59,48.26,0.59,50.55,REP,Ron DeSantis (REP),27,2.29,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1800,Majority White,Other,39.2,33.8,24.8,72.0,10.2,9.7,8.2
Last updated at 11-14-2022 20:55,654,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),346,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),198,REP,551,0.91,62.79,0.36,35.93,DEM,Charlie Crist (DEM),148,26.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1547,Other,Heavily Democrat,52.2,16.6,29.6,32.0,37.2,18.4,12.4
Last updated at 11-14-2022 20:55,655,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),614,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),619,REP,1247,0.96,49.24,0.16,49.64,REP,Ron DeSantis (REP),5,0.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2008,Majority White,Other,40.8,33.2,24.3,63.7,13.7,11.9,10.7
Last updated at 11-14-2022 20:55,656,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),250,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),100,REP,353,0.85,70.82,0.0,28.33,DEM,Charlie Crist (DEM),150,42.49,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,585,Majority White,Heavily Democrat,55.4,18.3,23.8,55.7,23.2,12.6,8.4
Last updated at 11-14-2022 20:55,657,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),490,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),340,REP,848,1.89,57.78,0.24,40.09,DEM,Charlie Crist (DEM),150,17.69,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1447,Majority White,Other,42.8,27.4,27.5,65.3,12.7,9.7,12.3
Last updated at 11-14-2022 20:55,658,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),423,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),171,REP,610,1.8,69.34,0.82,28.03,DEM,Charlie Crist (DEM),252,41.31,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1519,Other,Heavily Democrat,50.5,16.1,31.6,41.9,29.8,11.5,16.9
Last updated at 11-14-2022 20:55,659,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),440,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),457,REP,907,0.77,48.51,0.33,50.39,REP,Ron DeSantis (REP),17,1.87,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1323,Majority White,Other,38.7,36.4,22.6,72.0,10.1,8.8,9.1
Last updated at 11-14-2022 20:55,660,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),35,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),19,REP,54,0.0,64.81,0.0,35.19,DEM,Charlie Crist (DEM),16,29.63,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,107,Other,Other,39.3,17.8,42.1,29.9,21.5,30.8,17.8
Last updated at 11-14-2022 20:55,661,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),440,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),372,REP,824,0.85,53.4,0.61,45.15,DEM,Charlie Crist (DEM),68,8.25,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1607,Other,Heavily Democrat,50.6,23.7,24.2,42.8,32.9,13.6,10.6
Last updated at 11-14-2022 20:55,662,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),228,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),165,REP,396,0.76,57.58,0.0,41.67,DEM,Charlie Crist (DEM),63,15.91,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,689,Majority White,Other,43.8,27.3,27.4,62.6,10.2,11.6,15.7
Last updated at 11-14-2022 20:55,671,Carmen Jackie Gimenez (NPA),24,NPA,Charlie Crist (DEM),1735,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),1663,REP,3434,0.7,50.52,0.35,48.43,DEM,Charlie Crist (DEM),72,2.1,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,6410,Other,Other,37.0,27.2,34.1,48.3,15.4,16.7,19.7
Last updated at 11-14-2022 20:55,673,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1015,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),861,REP,1892,0.69,53.65,0.16,45.51,DEM,Charlie Crist (DEM),154,8.14,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3667,Other,Other,39.9,25.0,33.2,44.6,18.7,18.0,18.7
Last updated at 11-14-2022 20:55,700,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),168,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),313,REP,482,0.21,34.85,0.0,64.94,REP,Ron DeSantis (REP),145,30.08,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,773,Majority White,Other,23.9,41.4,32.6,70.8,7.4,12.4,9.4
Last updated at 11-14-2022 20:55,701,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1041,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1932,REP,2993,0.47,34.78,0.2,64.55,REP,Ron DeSantis (REP),891,29.77,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5099,Majority White,Other,23.5,41.6,32.5,74.3,4.8,10.9,9.9
Last updated at 11-14-2022 20:55,702,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),204,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),451,REP,660,0.45,30.91,0.3,68.33,REP,Ron DeSantis (REP),247,37.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1156,Majority White,Other,24.0,44.3,29.2,68.4,9.1,13.8,8.7
Last updated at 11-14-2022 20:55,703,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),296,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),853,REP,1153,0.26,25.67,0.09,73.98,REP,Ron DeSantis (REP),557,48.31,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1684,Majority White,Heavily Republican,20.0,55.7,22.5,80.8,5.3,5.7,8.3
Last updated at 11-14-2022 20:55,704,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),145,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),389,REP,536,0.19,27.05,0.19,72.57,REP,Ron DeSantis (REP),244,45.52,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,879,Majority White,Other,19.3,49.7,28.7,75.9,4.1,11.9,8.1
Last updated at 11-14-2022 20:55,705,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),53,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),503,REP,559,0.18,9.48,0.36,89.98,REP,Ron DeSantis (REP),450,80.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,907,Majority White,Heavily Republican,14.1,63.4,20.9,92.4,0.6,4.0,3.1
Last updated at 11-14-2022 20:55,706,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),74,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),555,REP,633,0.16,11.69,0.47,87.68,REP,Ron DeSantis (REP),481,75.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1044,Majority White,Heavily Republican,16.6,57.6,24.8,89.8,0.7,4.9,4.6
Last updated at 11-14-2022 20:55,707,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),160,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),790,REP,958,0.52,16.7,0.31,82.46,REP,Ron DeSantis (REP),630,65.76,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1724,Majority White,Heavily Republican,20.9,50.5,26.6,80.6,5.5,8.9,5.0
Last updated at 11-14-2022 20:55,708,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),891,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1596,REP,2503,0.28,35.6,0.36,63.76,REP,Ron DeSantis (REP),705,28.17,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3981,Majority White,Other,23.2,44.0,30.5,75.0,5.1,10.0,9.8
Last updated at 11-14-2022 20:55,709,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),220,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1074,REP,1303,0.46,16.88,0.23,82.43,REP,Ron DeSantis (REP),854,65.54,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2632,Majority White,Other,21.8,47.0,29.3,71.8,1.8,20.9,5.5
Last updated at 11-14-2022 20:55,710,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),327,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),643,REP,973,0.1,33.61,0.21,66.08,REP,Ron DeSantis (REP),316,32.48,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1476,Majority White,Other,22.8,43.6,31.8,76.1,5.1,10.8,8.0
