LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,CANDIDATE_NAME_5,VOTES_WON_5,CANDIDATE_PARTY_5,CANDIDATE_NAME_6,VOTES_WON_6,CANDIDATE_PARTY_6,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,VOTE_SHARE_5,VOTE_SHARE_6,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_VOTE_SHARE_5,CT_VOTE_SHARE_6,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-14-2023 03:16,038,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),120,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),109,DEM,Write-In (OTHER),0,OTHER,230,0.0,52.17,0.43,0.0,47.39,0.0,REP,Marco Rubio (REP),11,4.78,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,2.05,50.44,Marco Rubio (REP) won with 50.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Shore Community Center,405,Majority White,Other,31.9,28.9,60.2,1.7,26.4,11.6,Miami Beach
Last updated at 02-14-2023 03:16,040,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),378,REP,Steven B. Grant (NPA),9,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),552,DEM,Write-In (OTHER),1,OTHER,942,0.11,40.13,0.96,0.11,58.6,0.11,DEM,Val Demings (DEM),174,18.47,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,32.29,64.58,Patrick Murphy (DEM) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Pointe Elementary School,1997,Other,Other,39,19.6,45.8,4.1,38.4,11.7,Miami Beach
Last updated at 02-14-2023 03:16,041,Dennis Misigoy (LPF),18,LPF,Marco Rubio (REP),592,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),5,NPA,Val Demings (DEM),1105,DEM,Write-In (OTHER),2,OTHER,1727,1.04,34.28,0.29,0.29,63.98,0.12,DEM,Val Demings (DEM),513,29.7,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,40.76,69.12,Patrick Murphy (DEM) won with 69.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Shore Community Center,3824,Other,Other,42.5,18.2,43.9,5.3,39,11.8,Miami Beach
Last updated at 02-14-2023 03:16,042,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),353,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),586,DEM,Write-In (OTHER),0,OTHER,950,0.63,37.16,0.42,0.11,61.68,0.0,DEM,Val Demings (DEM),233,24.53,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,39.98,68.24,Patrick Murphy (DEM) won with 68.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fienberg Fisher K-8 Center,2198,Other,Other,41.8,18,44.7,5.4,36.8,13.1,Miami Beach
Last updated at 02-14-2023 03:16,043,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),156,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),257,DEM,Write-In (OTHER),1,OTHER,420,0.71,37.14,0.48,0.24,61.19,0.24,DEM,Val Demings (DEM),101,24.05,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,32.47,64.64,Patrick Murphy (DEM) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Beach Police Department,1079,Other,Other,43.2,18.8,37.5,7.2,44,11.2,Miami Beach
Last updated at 02-14-2023 03:16,047,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),150,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),100,DEM,Write-In (OTHER),0,OTHER,252,0.0,59.52,0.0,0.79,39.68,0.0,REP,Marco Rubio (REP),50,19.84,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,7.22,53.07,Marco Rubio (REP) won with 53.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Pointe Elementary School,430,Majority White,Other,25.6,31.6,78.6,0.7,10.9,9.8,Unincorporated M-D
Last updated at 02-14-2023 03:16,048,Dennis Misigoy (LPF),11,LPF,Marco Rubio (REP),957,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),895,DEM,Write-In (OTHER),1,OTHER,1869,0.59,51.2,0.16,0.11,47.89,0.05,REP,Marco Rubio (REP),62,3.32,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,4.72,51.46,Patrick Murphy (DEM) won with 51.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Pointe Elementary School,3323,Majority White,Other,31,28.6,61.1,2.3,26.4,10.2,Miami Beach
Last updated at 02-14-2023 03:16,051,Dennis Misigoy (LPF),15,LPF,Marco Rubio (REP),2633,REP,Steven B. Grant (NPA),15,NPA,Tuan TQ Nguyen (NPA),7,NPA,Val Demings (DEM),2097,DEM,Write-In (OTHER),1,OTHER,4768,0.31,55.22,0.31,0.15,43.98,0.02,REP,Marco Rubio (REP),536,11.24,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,5.45,51.87,Marco Rubio (REP) won with 51.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Key Biscayne Community Center,8209,Majority Hispanic,Other,26.5,29.6,35.8,0.4,55.5,8.3,Key Biscayne
Last updated at 02-14-2023 03:16,052,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),5,DEM,Write-In (OTHER),0,OTHER,6,0.0,0.0,0.0,16.67,83.33,0.0,DEM,Val Demings (DEM),4,66.67,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,100.0,100.0,Marco Rubio (REP) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Key Biscayne Community Center,15,Majority Hispanic,Heavily Democrat,60,0,40,0,53.3,6.7,Unincorporated M-D
Last updated at 02-14-2023 03:16,059,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,66.67,66.67,Patrick Murphy (DEM) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:16,062,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,N/A,N/A,0.0,0.0,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:16,067,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),695,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),265,DEM,Write-In (OTHER),0,OTHER,973,0.41,71.43,0.72,0.21,27.24,0.0,REP,Marco Rubio (REP),430,44.19,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,13.67,55.31,Marco Rubio (REP) won with 55.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sunny Isles Beach Government Center,2006,Majority White,Other,21.1,35.6,58,3.3,28.4,10.2,Sunny Isles Beach
Last updated at 02-14-2023 03:16,068,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),1,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,1,0.0,100.0,0.0,0.0,0.0,0.0,REP,Marco Rubio (REP),1,100.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,100.0,100.0,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Arlen House Condo West,2,Majority White,Other,0,0,100,0,0,0,Unincorporated M-D
Last updated at 02-14-2023 03:16,069,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),77,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),220,DEM,Write-In (OTHER),1,OTHER,300,0.0,25.67,0.33,0.33,73.33,0.33,DEM,Val Demings (DEM),143,47.67,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,57.48,77.1,Patrick Murphy (DEM) won with 77.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phyllis R. Miller Elementary School,657,Other,Heavily Democrat,52.5,11.6,28.9,18.7,42.5,9.9,Unincorporated M-D
Last updated at 02-14-2023 03:16,099,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),641,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),571,DEM,Write-In (OTHER),0,OTHER,1216,0.08,52.71,0.25,0.0,46.96,0.0,REP,Marco Rubio (REP),70,5.76,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,14.77,56.62,Marco Rubio (REP) won with 56.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Williams Island Club House,1874,Majority White,Other,30.5,32.7,74.6,2.1,16.6,6.7,Aventura
Last updated at 02-14-2023 03:16,100,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),346,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),1293,DEM,Write-In (OTHER),1,OTHER,1651,0.36,20.96,0.12,0.18,78.32,0.06,DEM,Val Demings (DEM),947,57.36,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,44.17,69.94,Patrick Murphy (DEM) won with 69.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,134 BLDG--UOCAVA--FED ONLY,8433,Other,Heavily Democrat,50.3,18.6,40,5.3,29.2,25.6,N/A
Last updated at 02-14-2023 03:16,101,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),648,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),731,DEM,Write-In (OTHER),0,OTHER,1389,0.14,46.65,0.43,0.14,52.63,0.0,DEM,Val Demings (DEM),83,5.98,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,5.6,51.95,Patrick Murphy (DEM) won with 51.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Virginia A. Boone Highland Oaks Elementary School,2488,Majority White,Other,40.1,22.9,57.4,3.9,28.7,10.1,Unincorporated M-D
Last updated at 02-14-2023 03:16,102,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),1291,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),1083,DEM,Write-In (OTHER),0,OTHER,2386,0.25,54.11,0.13,0.13,45.39,0.0,REP,Marco Rubio (REP),208,8.72,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,4.59,51.41,Marco Rubio (REP) won with 51.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Aventura Community Recreation Center,4322,Majority White,Other,31.5,25.5,57.3,1.8,30.3,10.7,Aventura
Last updated at 02-14-2023 03:16,103,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),859,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),839,DEM,Write-In (OTHER),0,OTHER,1711,0.35,50.2,0.29,0.12,49.04,0.0,REP,Marco Rubio (REP),20,1.17,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,16.94,57.03,Patrick Murphy (DEM) won with 57% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Aventura Government Center,3439,Majority White,Other,35.4,22.3,50.8,3,36.1,10.1,Aventura
Last updated at 02-14-2023 03:16,104,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),37,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),61,DEM,Write-In (OTHER),0,OTHER,99,1.01,37.37,0.0,0.0,61.62,0.0,DEM,Val Demings (DEM),24,24.24,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,25.0,60.71,Patrick Murphy (DEM) won with 60.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ojus Elementary School,358,Other,Other,40.2,16.2,31,19.6,39.4,10.1,Unincorporated M-D
Last updated at 02-14-2023 03:16,105,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),415,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),448,DEM,Write-In (OTHER),2,OTHER,872,0.11,47.59,0.34,0.34,51.38,0.23,DEM,Val Demings (DEM),33,3.78,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,14.26,56.33,Patrick Murphy (DEM) won with 56.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Highland Oaks Middle School,1645,Majority White,Other,39.1,19.3,52,3.5,32.9,11.6,Unincorporated M-D
Last updated at 02-14-2023 03:16,106,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),315,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),357,DEM,Write-In (OTHER),2,OTHER,676,0.15,46.6,0.0,0.15,52.81,0.3,DEM,Val Demings (DEM),42,6.21,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,20.76,59.01,Patrick Murphy (DEM) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Greynolds Park Elementary School,1565,Majority Hispanic,Other,38.9,19.9,27.4,7.8,52.8,12,Unincorporated M-D
Last updated at 02-14-2023 03:16,107,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),175,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),240,DEM,Write-In (OTHER),0,OTHER,421,0.71,41.57,0.48,0.24,57.01,0.0,DEM,Val Demings (DEM),65,15.44,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,25.39,61.21,Patrick Murphy (DEM) won with 61.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Greynolds Park Elementary School,1064,Majority Hispanic,Other,43,18.9,27.6,8.5,51.5,12.4,Unincorporated M-D
Last updated at 02-14-2023 03:16,108,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),426,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),529,DEM,Write-In (OTHER),1,OTHER,970,0.52,43.92,0.62,0.31,54.54,0.1,DEM,Val Demings (DEM),103,10.62,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,40.17,68.74,Patrick Murphy (DEM) won with 68.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,New Horizons Condominium Association,2515,Majority Hispanic,Other,44.7,17.5,25.5,12.8,53.2,8.5,Unincorporated M-D
Last updated at 02-14-2023 03:16,109,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),686,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),583,DEM,Write-In (OTHER),0,OTHER,1279,0.16,53.64,0.47,0.16,45.58,0.0,REP,Marco Rubio (REP),103,8.05,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,15.38,56.82,Patrick Murphy (DEM) won with 56.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Aventura Government Center,2750,Other,Other,31.5,22.5,46.5,4.4,38.8,10.4,Aventura
Last updated at 02-14-2023 03:16,110,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),313,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),449,DEM,Write-In (OTHER),0,OTHER,770,0.26,40.65,0.52,0.26,58.31,0.0,DEM,Val Demings (DEM),136,17.66,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,31.73,64.64,Patrick Murphy (DEM) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ojus Elementary School,1715,Other,Other,43.1,19.2,44.4,9.7,34.8,11.1,Unincorporated M-D
Last updated at 02-14-2023 03:16,111,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),920,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),6,NPA,Val Demings (DEM),849,DEM,Write-In (OTHER),0,OTHER,1788,0.39,51.45,0.34,0.34,47.48,0.0,REP,Marco Rubio (REP),71,3.97,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,21.43,59.56,Patrick Murphy (DEM) won with 59.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Commodore Plaza Tower II,3686,Other,Other,37.1,21.9,49.3,5,35.5,10.2,Aventura
Last updated at 02-14-2023 03:16,112,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),111,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),122,DEM,Write-In (OTHER),0,OTHER,236,1.27,47.03,0.0,0.0,51.69,0.0,DEM,Val Demings (DEM),11,4.66,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,30.03,64.23,Patrick Murphy (DEM) won with 64.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Plaza Del Prado Condominium,536,Other,Other,39,20.1,45.3,6.3,37.5,10.8,Aventura
Last updated at 02-14-2023 03:16,113,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),313,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),336,DEM,Write-In (OTHER),0,OTHER,657,0.46,47.64,0.61,0.15,51.14,0.0,DEM,Val Demings (DEM),23,3.5,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,23.83,60.32,Patrick Murphy (DEM) won with 60.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Point East Condominium,1177,Majority Hispanic,Other,43.7,24,36.4,4.2,52.6,6.7,Aventura
Last updated at 02-14-2023 03:16,114,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),737,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),565,DEM,Write-In (OTHER),1,OTHER,1311,0.38,56.22,0.08,0.15,43.1,0.08,REP,Marco Rubio (REP),172,13.12,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,4.64,51.55,Marco Rubio (REP) won with 51.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Northeast Dade Aventura Branch Library,2355,Majority White,Other,31.5,29.3,65.1,2.4,22.5,10,Aventura
Last updated at 02-14-2023 03:16,115,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),474,REP,Steven B. Grant (NPA),13,NPA,Tuan TQ Nguyen (NPA),6,NPA,Val Demings (DEM),830,DEM,Write-In (OTHER),1,OTHER,1328,0.3,35.69,0.98,0.45,62.5,0.08,DEM,Val Demings (DEM),356,26.81,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,42.13,69.54,Patrick Murphy (DEM) won with 69.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Marjorie/William McDonald Center,3401,Majority Hispanic,Other,47.6,16.3,15.4,18.2,54.9,11.4,N Miami Beach
Last updated at 02-14-2023 03:16,116,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),328,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),150,DEM,Write-In (OTHER),1,OTHER,480,0.0,68.33,0.0,0.21,31.25,0.21,REP,Marco Rubio (REP),178,37.08,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,13.66,56.31,Marco Rubio (REP) won with 56.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Uleta Community Center,986,Majority White,Other,34.4,29.1,55.2,15.8,13.9,15.1,N Miami Beach
