LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,043,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),251,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),165,REP,422,0.95,59.48,0.47,39.1,DEM,Charlie Crist (DEM),86,20.38,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,42.58,70.5,Andrew Gillum (DEM) won with 70.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Beach Police Department,1079,Other,Other,43.2,18.8,37.5,7.2,44,11.2,Miami Beach
Last updated at 02-13-2023 22:46,047,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),92,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),163,REP,255,0.0,36.08,0.0,63.92,REP,Ron DeSantis (REP),71,27.84,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,25.21,61.8,Ron DeSantis (REP) won with 61.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Pointe Elementary School,430,Majority White,Other,25.6,31.6,78.6,0.7,10.9,9.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,048,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),864,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),997,REP,1870,0.32,46.2,0.16,53.32,REP,Ron DeSantis (REP),133,7.11,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,12.71,55.7,Andrew Gillum (DEM) won with 55.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Pointe Elementary School,3323,Majority White,Other,31,28.6,61.1,2.3,26.4,10.2,Miami Beach
Last updated at 02-13-2023 22:46,051,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),2024,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),2728,REP,4778,0.29,42.36,0.25,57.1,REP,Ron DeSantis (REP),704,14.73,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,6.18,52.7,Andrew Gillum (DEM) won with 52.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Key Biscayne Community Center,8209,Majority Hispanic,Other,26.5,29.6,35.8,0.4,55.5,8.3,Key Biscayne
Last updated at 02-13-2023 22:46,052,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),4,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1,REP,6,16.67,66.67,0.0,16.67,DEM,Charlie Crist (DEM),3,50.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,73.33,86.7,Andrew Gillum (DEM) won with 86.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Key Biscayne Community Center,15,Majority Hispanic,Heavily Democrat,60,0,40,0,53.3,6.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,059,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-13-2023 22:46,062,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-13-2023 22:46,067,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),258,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),713,REP,976,0.31,26.43,0.2,73.05,REP,Ron DeSantis (REP),455,46.62,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,14.39,56.7,Ron DeSantis (REP) won with 56.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sunny Isles Beach Government Center,2006,Majority White,Other,21.1,35.6,58,3.3,28.4,10.2,Sunny Isles Beach
Last updated at 02-13-2023 22:46,068,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1,REP,1,0.0,0.0,0.0,100.0,REP,Ron DeSantis (REP),1,100.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Arlen House Condo West,2,Majority White,Other,0,0,100,0,0,0,Unincorporated M-D
Last updated at 02-13-2023 22:46,069,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),219,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),82,REP,302,0.0,72.52,0.33,27.15,DEM,Charlie Crist (DEM),137,45.36,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,71.66,85.6,Andrew Gillum (DEM) won with 85.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phyllis R. Miller Elementary School,657,Other,Heavily Democrat,52.5,11.6,28.9,18.7,42.5,9.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,099,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),544,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),671,REP,1217,0.08,44.7,0.08,55.14,REP,Ron DeSantis (REP),127,10.44,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,5.97,52.9,Ron DeSantis (REP) won with 52.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Williams Island Club House,1874,Majority White,Other,30.5,32.7,74.6,2.1,16.6,6.7,Aventura
Last updated at 02-13-2023 22:46,100,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),530,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),185,REP,718,0.14,73.82,0.28,25.77,DEM,Charlie Crist (DEM),345,48.05,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,59.62,79.4,Andrew Gillum (DEM) won with 79.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,134 BLDG--UOCAVA--FED ONLY,8433,Other,Heavily Democrat,50.3,18.6,40,5.3,29.2,25.6,N/A
Last updated at 02-13-2023 22:46,101,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),711,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),676,REP,1389,0.14,51.19,0.0,48.67,DEM,Charlie Crist (DEM),35,2.52,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,17.05,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Virginia A. Boone Highland Oaks Elementary School,2488,Majority White,Other,40.1,22.9,57.4,3.9,28.7,10.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,102,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1070,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1308,REP,2389,0.29,44.79,0.17,54.75,REP,Ron DeSantis (REP),238,9.96,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,9.41,54.3,Andrew Gillum (DEM) won with 54.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Aventura Community Recreation Center,4322,Majority White,Other,31.5,25.5,57.3,1.8,30.3,10.7,Aventura
Last updated at 02-13-2023 22:46,103,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),822,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),882,REP,1717,0.35,47.87,0.41,51.37,REP,Ron DeSantis (REP),60,3.49,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,28.85,64.1,Andrew Gillum (DEM) won with 64.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Aventura Government Center,3439,Majority White,Other,35.4,22.3,50.8,3,36.1,10.1,Aventura
Last updated at 02-13-2023 22:46,104,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),61,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),37,REP,99,1.01,61.62,0.0,37.37,DEM,Charlie Crist (DEM),24,24.24,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,65.08,82.5,Andrew Gillum (DEM) won with 82.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ojus Elementary School,358,Other,Other,40.2,16.2,31,19.6,39.4,10.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,105,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),442,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),428,REP,872,0.0,50.69,0.23,49.08,DEM,Charlie Crist (DEM),14,1.61,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,22.1,60.6,Andrew Gillum (DEM) won with 60.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Highland Oaks Middle School,1645,Majority White,Other,39.1,19.3,52,3.5,32.9,11.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,106,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),345,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),325,REP,678,0.59,50.88,0.59,47.94,DEM,Charlie Crist (DEM),20,2.95,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,32.59,65.4,Andrew Gillum (DEM) won with 65.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greynolds Park Elementary School,1565,Majority Hispanic,Other,38.9,19.9,27.4,7.8,52.8,12,Unincorporated M-D
Last updated at 02-13-2023 22:46,107,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),226,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),186,REP,420,0.95,53.81,0.95,44.29,DEM,Charlie Crist (DEM),40,9.52,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,36.21,67.3,Andrew Gillum (DEM) won with 67.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greynolds Park Elementary School,1064,Majority Hispanic,Other,43,18.9,27.6,8.5,51.5,12.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,108,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),518,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),439,REP,970,1.03,53.4,0.31,45.26,DEM,Charlie Crist (DEM),79,8.14,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,46.81,72.3,Andrew Gillum (DEM) won with 72.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,New Horizons Condominium Association,2515,Majority Hispanic,Other,44.7,17.5,25.5,12.8,53.2,8.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,109,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),554,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),724,REP,1283,0.31,43.18,0.08,56.43,REP,Ron DeSantis (REP),170,13.25,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,26.8,63.1,Andrew Gillum (DEM) won with 63.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Aventura Government Center,2750,Other,Other,31.5,22.5,46.5,4.4,38.8,10.4,Aventura
Last updated at 02-13-2023 22:46,110,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),440,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),326,REP,774,0.78,56.85,0.26,42.12,DEM,Charlie Crist (DEM),114,14.73,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,36.07,67.5,Andrew Gillum (DEM) won with 67.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ojus Elementary School,1715,Other,Other,43.1,19.2,44.4,9.7,34.8,11.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,111,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),829,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),954,REP,1795,0.45,46.18,0.22,53.15,REP,Ron DeSantis (REP),125,6.96,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,32.33,65.5,Andrew Gillum (DEM) won with 65.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Commodore Plaza Tower II,3686,Other,Other,37.1,21.9,49.3,5,35.5,10.2,Aventura
Last updated at 02-13-2023 22:46,112,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),125,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),110,REP,237,0.84,52.74,0.0,46.41,DEM,Charlie Crist (DEM),15,6.33,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,38.1,68.4,Andrew Gillum (DEM) won with 68.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Plaza Del Prado Condominium,536,Other,Other,39,20.1,45.3,6.3,37.5,10.8,Aventura
Last updated at 02-13-2023 22:46,113,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),343,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),311,REP,663,0.75,51.73,0.6,46.91,DEM,Charlie Crist (DEM),32,4.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,23.26,60.9,Andrew Gillum (DEM) won with 60.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Point East Condominium,1177,Majority Hispanic,Other,43.7,24,36.4,4.2,52.6,6.7,Aventura
Last updated at 02-13-2023 22:46,114,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),533,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),772,REP,1310,0.15,40.69,0.23,58.93,REP,Ron DeSantis (REP),239,18.24,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,2.84,51.1,Andrew Gillum (DEM) won with 51.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Northeast Dade Aventura Branch Library,2355,Majority White,Other,31.5,29.3,65.1,2.4,22.5,10,Aventura
Last updated at 02-13-2023 22:46,115,Carmen Jackie Gimenez (NPA),21,NPA,Charlie Crist (DEM),781,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),516,REP,1323,1.59,59.03,0.38,39.0,DEM,Charlie Crist (DEM),265,20.03,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,54.38,76.4,Andrew Gillum (DEM) won with 76.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Marjorie/William McDonald Center,3401,Majority Hispanic,Other,47.6,16.3,15.4,18.2,54.9,11.4,N Miami Beach
Last updated at 02-13-2023 22:46,116,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),144,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),349,REP,495,0.4,29.09,0.0,70.51,REP,Ron DeSantis (REP),205,41.41,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,9.32,54.4,Ron DeSantis (REP) won with 54.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Uleta Community Center,986,Majority White,Other,34.4,29.1,55.2,15.8,13.9,15.1,N Miami Beach
Last updated at 02-13-2023 22:46,117,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),865,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),188,REP,1066,0.66,81.14,0.56,17.64,DEM,Charlie Crist (DEM),677,63.51,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,81.64,90.4,Andrew Gillum (DEM) won with 90.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Uleta Community Center,2564,Majority Black,Heavily Democrat,64.1,8.2,6,62.7,22,9.2,N Miami Beach
Last updated at 02-13-2023 22:46,118,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),271,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),187,REP,465,0.86,58.28,0.65,40.22,DEM,Charlie Crist (DEM),84,18.06,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,41.47,70.3,Andrew Gillum (DEM) won with 70.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John F. Kennedy Middle School,1203,Other,Heavily Democrat,51.9,18,26.2,38.7,20.9,14.1,N Miami Beach
Last updated at 02-13-2023 22:46,119,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),364,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),568,REP,935,0.11,38.93,0.21,60.75,REP,Ron DeSantis (REP),204,21.82,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,13.52,56.7,Andrew Gillum (DEM) won with 56.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gertrude K. Edelman/Sabal Palm Elementary School,2198,Other,Other,45.4,25.2,43.8,28.8,14,13.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,120,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),122,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),202,REP,327,0.61,37.31,0.31,61.77,REP,Ron DeSantis (REP),80,24.46,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,5.06,51.9,Andrew Gillum (DEM) won with 51.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Miami Beach Senior High School,745,Other,Other,37.6,33,48.9,11.9,30.2,9,Unincorporated M-D
Last updated at 02-13-2023 22:46,121,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),242,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),141,REP,388,0.77,62.37,0.52,36.34,DEM,Charlie Crist (DEM),101,26.03,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,60.8,79.7,Andrew Gillum (DEM) won with 79.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fulford United Methodist Church,1302,Other,Other,48.5,14,14.8,32.3,41.2,11.6,N Miami Beach
Last updated at 02-13-2023 22:46,122,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),3,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1,REP,4,0.0,75.0,0.0,25.0,DEM,Charlie Crist (DEM),2,50.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,50.0,75.0,Andrew Gillum (DEM) won with 75% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Allen Park Community Center,8,Majority Black,Heavily Democrat,62.5,37.5,12.5,62.5,12.5,12.5,N Miami Beach
Last updated at 02-13-2023 22:46,123,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),948,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),509,REP,1482,1.21,63.97,0.47,34.35,DEM,Charlie Crist (DEM),439,29.62,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,59.55,79.2,Andrew Gillum (DEM) won with 79.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Marjorie/William McDonald Center,3901,Other,Heavily Democrat,52.5,13.7,21.1,30.9,37.3,10.6,N Miami Beach
Last updated at 02-13-2023 22:46,124,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),768,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1085,REP,1868,0.59,41.11,0.21,58.08,REP,Ron DeSantis (REP),317,16.97,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,11.86,55.4,Andrew Gillum (DEM) won with 55.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eden Isles Condominium,3943,Other,Other,31.5,27.1,43.9,3.3,42.4,10.4,N Miami Beach
Last updated at 02-13-2023 22:46,125,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),107,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),86,REP,198,1.52,54.04,1.01,43.43,DEM,Charlie Crist (DEM),21,10.61,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,41.16,69.0,Andrew Gillum (DEM) won with 69% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Highland Village Community Center,549,Majority Hispanic,Other,48.1,15.1,22.6,15.7,51.5,10.2,N Miami Beach
