BASE_PRECINCT,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
139,Andrew Gillum (DEM),DEM,84.76,91.6,Andrew Gillum (DEM) won with 91.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Griffing Senior Citizens Center,1202,Majority Black,Heavily Democrat,66.1,7.3,7.5,62.1,22.5,7.9,North Miami
140,Andrew Gillum (DEM),DEM,86.29,92.9,Andrew Gillum (DEM) won with 92.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Haitian Evangelical Baptist Church,3003,Majority Black,Heavily Democrat,68.3,6,4.1,69,18.3,8.6,North Miami
141,Andrew Gillum (DEM),DEM,87.49,93.4,Andrew Gillum (DEM) won with 93.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Miami Public Library,2073,Majority Black,Heavily Democrat,66.2,6.5,5.2,69.4,16.6,8.8,Unincorporated M-D
142,Andrew Gillum (DEM),DEM,79.41,89.2,Andrew Gillum (DEM) won with 89.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Shalom Community Church,3520,Majority Black,Heavily Democrat,62.8,9,11.4,52.6,26.9,9,North Miami
143,Andrew Gillum (DEM),DEM,76.60,87.8,Andrew Gillum (DEM) won with 87.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,First Church of North Miami,3428,Other,Heavily Democrat,59.7,8.8,11.7,48.8,30.1,9.4,North Miami
144,Andrew Gillum (DEM),DEM,89.24,94.3,Andrew Gillum (DEM) won with 94.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Stanton Memorial Baptist Church,258,Majority Black,Heavily Democrat,69,6.6,5.4,65.9,21.7,7,Unincorporated M-D
145,Andrew Gillum (DEM),DEM,92.73,96.2,Andrew Gillum (DEM) won with 96.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Natural Bridge Elementary School,602,Majority Black,Heavily Democrat,68.4,4.5,4.2,76.9,10.1,8.8,North Miami
146,Andrew Gillum (DEM),DEM,29.78,64.1,Andrew Gillum (DEM) won with 64.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Keystone Park Community Center,3432,Other,Other,38.5,23.7,39.3,7.7,43.8,9.2,North Miami
148,Andrew Gillum (DEM),DEM,29.06,64.3,Andrew Gillum (DEM) won with 64.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #20,2697,Other,Other,37.8,22.4,35.7,10.9,44,9.4,North Miami
149,Andrew Gillum (DEM),DEM,38.47,69.0,Andrew Gillum (DEM) won with 69% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,2386,Majority White,Other,47.4,20.2,55.6,7,29.4,8,Unincorporated M-D
150,Andrew Gillum (DEM),DEM,84.73,91.9,Andrew Gillum (DEM) won with 91.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,731,Majority Black,Heavily Democrat,63.9,6.6,7.7,61.1,22.3,8.9,Unincorporated M-D
151,Andrew Gillum (DEM),DEM,58.05,78.7,Andrew Gillum (DEM) won with 78.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ed Burke Recreation Center,490,Other,Heavily Democrat,53.7,13.7,35.1,18,35.5,11.4,Biscayne Park
152,Andrew Gillum (DEM),DEM,73.53,86.5,Andrew Gillum (DEM) won with 86.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Miami Seventh Day Adventist Church,1779,Other,Heavily Democrat,59.9,10,16.8,42.7,28.8,11.7,Unincorporated M-D
153,Andrew Gillum (DEM),DEM,76.67,88.3,Andrew Gillum (DEM) won with 88.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Stanton Memorial Baptist Church,92,Majority Black,Heavily Democrat,75,4.3,2.2,69.6,22.8,5.4,Unincorporated M-D
154,Andrew Gillum (DEM),DEM,66.09,82.5,Andrew Gillum (DEM) won with 82.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hubert O. Sibley K-8 Academy,1597,Other,Heavily Democrat,56.7,11.6,22.5,33.3,28.9,15.3,Miami Shores
155,Andrew Gillum (DEM),DEM,64.23,81.6,Andrew Gillum (DEM) won with 81.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Shores Elementary School,1561,Other,Heavily Democrat,54.3,12.3,31.7,21.4,35.2,11.7,Miami Shores
156,Andrew Gillum (DEM),DEM,47.23,73.3,Andrew Gillum (DEM) won with 73.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Shores Christian Church,1735,Majority White,Heavily Democrat,50.8,17.4,52.2,8.1,29.6,10.1,Miami Shores
157,Andrew Gillum (DEM),DEM,26.48,62.8,Andrew Gillum (DEM) won with 62.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,C. Lawton McCall Community Center,1534,Majority White,Other,40.9,24.4,56.7,4.6,27.8,10.9,Miami Shores
158,Andrew Gillum (DEM),DEM,45.67,72.4,Andrew Gillum (DEM) won with 72.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phyllis R. Miller Elementary School,367,Other,Other,45.5,20.2,45,9.8,36.5,8.7,Miami Shores
159,Andrew Gillum (DEM),DEM,79.10,89.3,Andrew Gillum (DEM) won with 89.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,El Portal Village Hall,1570,Other,Heavily Democrat,63.2,9.9,23.2,37.8,29.4,9.6,El Portal
160,Andrew Gillum (DEM),DEM,78.48,89.1,Andrew Gillum (DEM) won with 89.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Stanton Memorial Baptist Church,1188,Majority Black,Heavily Democrat,65.7,8.8,6.1,64.1,18.7,11.1,Unincorporated M-D
161,Andrew Gillum (DEM),DEM,84.10,91.6,Andrew Gillum (DEM) won with 91.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Horace Mann Middle School,1708,Majority Black,Heavily Democrat,66.3,7.6,5.6,60.1,27.7,6.7,Unincorporated M-D
162,Andrew Gillum (DEM),DEM,92.26,95.9,Andrew Gillum (DEM) won with 95.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Edison West Little River Community Resource Center,1692,Majority Black,Heavily Democrat,69.7,6,2.3,67.4,23.7,6.6,Unincorporated M-D
163,Andrew Gillum (DEM),DEM,87.19,93.4,Andrew Gillum (DEM) won with 93.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Stanton Memorial Baptist Church,1275,Majority Black,Heavily Democrat,69.4,7.1,4.4,68.5,19,8.2,Unincorporated M-D
164,Andrew Gillum (DEM),DEM,77.28,88.2,Andrew Gillum (DEM) won with 88.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,W.J. Bryan Elementary School,1974,Majority Black,Heavily Democrat,62.6,9.2,10.9,51.5,26.1,11.5,Unincorporated M-D
165,Andrew Gillum (DEM),DEM,70.93,84.9,Andrew Gillum (DEM) won with 84.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,226,Other,Heavily Democrat,50.4,15,26.1,29.6,35,9.3,North Miami
166,Andrew Gillum (DEM),DEM,79.23,89.4,Andrew Gillum (DEM) won with 89.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Uleta Community Center,418,Majority Black,Heavily Democrat,67,11,5.5,64.1,21.1,9.3,Unincorporated M-D
167,Andrew Gillum (DEM),DEM,31.44,64.9,Andrew Gillum (DEM) won with 64.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Church of Christ,1329,Majority Hispanic,Other,33.3,28.1,11.6,12,69.8,6.7,Unincorporated M-D
168,Andrew Gillum (DEM),DEM,45.41,71.9,Andrew Gillum (DEM) won with 71.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Church of Christ,4032,Majority Hispanic,Other,39,23.1,5.8,17.7,69.5,7,Unincorporated M-D
169,Andrew Gillum (DEM),DEM,66.08,82.7,Andrew Gillum (DEM) won with 82.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,500,Other,Heavily Democrat,50.2,11.8,20.2,29.2,37.8,12.8,North Miami
170,Andrew Gillum (DEM),DEM,100.00,100.0,Andrew Gillum (DEM) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,17,Other,Heavily Democrat,70.6,5.9,41.2,29.4,17.6,11.8,North Miami
171,Andrew Gillum (DEM),DEM,61.43,78.6,Andrew Gillum (DEM) won with 78.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,128,Other,Other,46.9,17.2,21.1,23.4,42.2,13.3,North Miami
172,Andrew Gillum (DEM),DEM,93.28,96.6,Andrew Gillum (DEM) won with 96.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sunkist Grove Community Center,178,Majority Black,Heavily Democrat,76.4,3.4,1.7,74.2,15.7,8.4,Unincorporated M-D
173,Andrew Gillum (DEM),DEM,90.63,95.0,Andrew Gillum (DEM) won with 95% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greater Miami Church of God,264,Majority Black,Heavily Democrat,77.7,5.7,4.2,80.7,9.5,5.7,Unincorporated M-D
174,Andrew Gillum (DEM),DEM,85.71,91.8,Andrew Gillum (DEM) won with 91.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Union Academy,170,Majority Black,Heavily Democrat,65.9,8.2,5.9,58.8,27.1,8.2,Unincorporated M-D
175,Andrew Gillum (DEM),DEM,54.66,77.0,Andrew Gillum (DEM) won with 77% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biscayne Shores and Gardens Park,260,Other,Heavily Democrat,56.2,13.8,11.9,32.3,45,10.8,North Miami
176,Andrew Gillum (DEM),DEM,51.88,74.9,Andrew Gillum (DEM) won with 74.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,W.J. Bryan Elementary School,539,Other,Heavily Democrat,52.7,12.6,13.4,30.6,44.5,11.5,North Miami
177,Andrew Gillum (DEM),DEM,48.62,73.7,Andrew Gillum (DEM) won with 73.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ed Burke Recreation Center,1642,Other,Other,48.4,17.1,44.8,7.7,36.7,10.8,Biscayne Park
178,Andrew Gillum (DEM),DEM,83.56,91.1,Andrew Gillum (DEM) won with 91.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Henry Reeves Elementary School,1167,Majority Black,Heavily Democrat,65.9,10.8,2.3,63.6,27.7,6.4,Unincorporated M-D
179,Andrew Gillum (DEM),DEM,37.03,68.2,Andrew Gillum (DEM) won with 68.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,C. Lawton McCall Community Center,596,Other,Other,46.6,19,47.1,8.2,34.4,10.2,Miami Shores
181,Andrew Gillum (DEM),DEM,18.79,59.4,Andrew Gillum (DEM) won with 59.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,C. Lawton McCall Community Center,243,Majority White,Other,37.9,26.7,51.9,7,32.9,8.2,Unincorporated M-D
182,Andrew Gillum (DEM),DEM,71.59,85.6,Andrew Gillum (DEM) won with 85.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Griffing Senior Citizens Center,1009,Other,Heavily Democrat,59.2,11,14.3,46,30.5,9.2,North Miami
184,Andrew Gillum (DEM),DEM,16.96,57.8,Andrew Gillum (DEM) won with 57.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Aventura Community Recreation Center,2923,Majority White,Other,34.8,24.4,58.3,2.9,30,8.8,Aventura
187,Andrew Gillum (DEM),DEM,76.19,88.1,Andrew Gillum (DEM) won with 88.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Griffing Senior Citizens Center,267,Majority Black,Heavily Democrat,65.5,11.6,6.7,59.9,22.8,10.5,North Miami
191,Andrew Gillum (DEM),DEM,12.46,55.9,Andrew Gillum (DEM) won with 55.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jack D. Gordon Elementary School Main Campus,1025,Majority Hispanic,Other,33.8,34.7,12,12.7,67.4,7.9,Unincorporated M-D
196,Andrew Gillum (DEM),DEM,92.20,96.0,Andrew Gillum (DEM) won with 96% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Universal Truth Center,3352,Majority Black,Heavily Democrat,71.1,5.6,2.4,77.4,13.3,6.9,Miami Gardens
198,Andrew Gillum (DEM),DEM,22.54,60.7,Andrew Gillum (DEM) won with 60.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami First Church of the Nazarene,1693,Majority Hispanic,Other,34.1,26.9,6.1,5.7,80.4,7.7,Unincorporated M-D
199,Andrew Gillum (DEM),DEM,75.09,87.1,Andrew Gillum (DEM) won with 87.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lake Park Condominium,1137,Other,Heavily Democrat,51.7,12,21.8,39.3,28.8,10,Unincorporated M-D
200,Andrew Gillum (DEM),DEM,9.79,54.2,Andrew Gillum (DEM) won with 54.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eureka Villas Park,2659,Majority Hispanic,Other,29.4,30.2,4.7,4.7,83,7.7,Unincorporated M-D
201,Andrew Gillum (DEM),DEM,33.53,65.7,Andrew Gillum (DEM) won with 65.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Royal Country Community - Sun Homes,2346,Majority Hispanic,Other,36.3,26.2,5.6,4.7,81.2,8.5,Unincorporated M-D
202,Andrew Gillum (DEM),DEM,51.33,75.4,Andrew Gillum (DEM) won with 75.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Royal Country Community - Sun Homes,2234,Majority Hispanic,Other,48.7,22.2,4.6,35.1,52.7,7.6,Miami Gardens
203,Andrew Gillum (DEM),DEM,94.29,97.0,Andrew Gillum (DEM) won with 97% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North County K-8 Center,2828,Majority Black,Heavily Democrat,74.4,6.4,0.8,78.3,15,5.9,Miami Gardens
205,Andrew Gillum (DEM),DEM,94.15,96.9,Andrew Gillum (DEM) won with 96.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Robert Renick Educational Center,2008,Majority Black,Heavily Democrat,73.1,4.5,1.7,79.3,11.8,7.2,Miami Gardens
206,Andrew Gillum (DEM),DEM,92.55,96.2,Andrew Gillum (DEM) won with 96.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norland United Methodist Church,2514,Majority Black,Heavily Democrat,71.9,5.6,4.3,79.6,6.9,9.2,Miami Gardens
207,Andrew Gillum (DEM),DEM,73.50,86.4,Andrew Gillum (DEM) won with 86.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ro-Mont South Rec Hall,3847,Other,Heavily Democrat,57.9,9.9,14.8,44.2,29.9,11.1,Unincorporated M-D
208,Andrew Gillum (DEM),DEM,55.50,77.3,Andrew Gillum (DEM) won with 77.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lake Park Condominium,3184,Other,Other,48.8,14.8,25.1,26.9,38.2,9.9,Unincorporated M-D
209,Andrew Gillum (DEM),DEM,78.92,89.2,Andrew Gillum (DEM) won with 89.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Madie Ives K-8 Preparatory Academy,4226,Majority Black,Heavily Democrat,62,8.4,10.4,51.9,28.4,9.2,Unincorporated M-D
210,Andrew Gillum (DEM),DEM,76.66,88.2,Andrew Gillum (DEM) won with 88.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Michael M. Krop Senior High School,1841,Majority Black,Heavily Democrat,62.3,10.3,11.8,51.7,25.2,11.4,Unincorporated M-D
212,Andrew Gillum (DEM),DEM,85.13,92.2,Andrew Gillum (DEM) won with 92.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Visitation Catholic Church,2550,Majority Black,Heavily Democrat,69,6.9,5.1,70.2,15.6,9.1,Unincorporated M-D
213,Andrew Gillum (DEM),DEM,91.28,95.4,Andrew Gillum (DEM) won with 95.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Parkway Elementary School,2949,Majority Black,Heavily Democrat,71.5,4.9,1.7,78,13,7.3,Miami Gardens
214,Andrew Gillum (DEM),DEM,92.39,95.9,Andrew Gillum (DEM) won with 95.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sierra Norwood Calvary Baptist Church,2846,Majority Black,Heavily Democrat,72.8,5.1,1.9,79.1,11.3,7.6,Miami Gardens
215,Andrew Gillum (DEM),DEM,90.72,95.2,Andrew Gillum (DEM) won with 95.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sierra Norwood Calvary Baptist Church,2702,Majority Black,Heavily Democrat,72.9,6.1,3.7,75.8,11.7,8.8,Miami Gardens
216,Andrew Gillum (DEM),DEM,95.47,97.5,Andrew Gillum (DEM) won with 97.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Norland Senior High School,3008,Majority Black,Heavily Democrat,75.3,4.4,1.6,80.8,10.7,6.9,Miami Gardens
217,Andrew Gillum (DEM),DEM,92.79,96.2,Andrew Gillum (DEM) won with 96.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Scott Lake Elementary School,2218,Majority Black,Heavily Democrat,74.6,4.6,1.7,80.9,10.9,6.5,Miami Gardens
218,Andrew Gillum (DEM),DEM,96.02,97.8,Andrew Gillum (DEM) won with 97.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Dade Middle School,1504,Majority Black,Heavily Democrat,77.7,4.9,1.1,79.7,14,5.3,Miami Gardens
219,Andrew Gillum (DEM),DEM,92.08,95.7,Andrew Gillum (DEM) won with 95.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bunche Park Elementary School,1233,Majority Black,Heavily Democrat,70.9,7.9,1.5,73.2,20.1,5.1,Miami Gardens
221,Andrew Gillum (DEM),DEM,93.98,96.9,Andrew Gillum (DEM) won with 96.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Parkview Elementary School,2365,Majority Black,Heavily Democrat,76.4,5.3,1.8,82.1,10.7,5.5,Miami Gardens
222,Andrew Gillum (DEM),DEM,94.92,97.3,Andrew Gillum (DEM) won with 97.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Scott Lake Elementary School,2438,Majority Black,Heavily Democrat,78.1,4.3,1.6,83.9,8.4,6.1,Miami Gardens
223,Andrew Gillum (DEM),DEM,88.43,94.0,Andrew Gillum (DEM) won with 94% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cosmopolitan Baptist Church,2353,Majority Black,Heavily Democrat,70.9,6.4,1.7,70.9,17.3,10,Miami Gardens
224,Andrew Gillum (DEM),DEM,81.48,90.4,Andrew Gillum (DEM) won with 90.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Carol City Senior High,2131,Majority Black,Heavily Democrat,66.5,10.9,1.7,60.5,31.4,6.4,Miami Gardens
225,Andrew Gillum (DEM),DEM,88.28,93.8,Andrew Gillum (DEM) won with 93.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Myrtle Grove Presbyterian Church,2811,Majority Black,Heavily Democrat,67.7,9,1.8,66.4,24.9,6.9,Miami Gardens
226,Andrew Gillum (DEM),DEM,90.33,95.1,Andrew Gillum (DEM) won with 95.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Golden Glades Elementary School,1967,Majority Black,Heavily Democrat,72.1,7,2,73.4,18.2,6.4,Miami Gardens
227,Andrew Gillum (DEM),DEM,85.40,92.2,Andrew Gillum (DEM) won with 92.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,A. J. King Park,2493,Majority Black,Heavily Democrat,64.8,10.9,1.6,60.1,32.2,6.1,Miami Gardens
228,Andrew Gillum (DEM),DEM,90.16,94.8,Andrew Gillum (DEM) won with 94.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Carol City Middle School,2782,Majority Black,Heavily Democrat,70.8,6.1,1,73.7,19,6.3,Miami Gardens
229,Andrew Gillum (DEM),DEM,65.91,82.2,Andrew Gillum (DEM) won with 82.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Adventista De Carol City,2509,Majority Hispanic,Heavily Democrat,55.6,15.4,1.9,40.5,51.7,5.9,Miami Gardens
230,Andrew Gillum (DEM),DEM,39.00,68.9,Andrew Gillum (DEM) won with 68.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lake Stevens Middle School,2699,Majority Hispanic,Other,40.9,26,5.3,20.7,65.7,8.2,Unincorporated M-D
231,Andrew Gillum (DEM),DEM,14.31,56.3,Andrew Gillum (DEM) won with 56.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Global Church,2250,Majority Hispanic,Other,34,33.9,5.8,14,73.4,6.8,Unincorporated M-D
